cohort	taxon_id	taxon_name	n_bootstraps_significant	stability_score
geng2024_PRJNA396840	STR_Leptotrichia_sp_oral_taxon_215	Leptotrichia_sp_oral_taxon_215	1	0.005
geng2024_PRJNA396840	STR_Megasphaera_micronuciformis	Megasphaera_micronuciformis	1	0.005
geng2024_PRJNA396840	STR_Actinomyces_graevenitzii	Actinomyces_graevenitzii	1	0.005
geng2024_PRJNA396840	STR_Streptococcus_gordonii	Streptococcus_gordonii	1	0.005
geng2024_PRJNA396840	STR_Aggregatibacter_sp_oral_taxon_458	Aggregatibacter_sp_oral_taxon_458	1	0.005
geng2024_PRJNA396840	STR_Actinomyces_sp_ICM58	Actinomyces_sp_ICM58	1	0.005
geng2024_PRJNA396840	STR_Haemophilus_influenzae	Haemophilus_influenzae	1	0.005
geng2024_PRJNA396840	STR_Alloprevotella_SGB1466	Alloprevotella_SGB1466	1	0.005
geng2024_PRJNA396840	STR_candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	1	0.005
geng2024_PRJNA396840	STR_GGB1203_SGB1568	GGB1203_SGB1568	1	0.005
geng2024_PRJNA396840	STR_GGB4786_SGB6625	GGB4786_SGB6625	1	0.005
geng2024_PRJNA396840	STR_GGB1026_SGB1321	GGB1026_SGB1321	1	0.005
geng2024_PRJNA396840	STR_Stomatobaculum_longum	Stomatobaculum_longum	1	0.005
geng2024_PRJNA396840	STR_GGB4533_SGB6246	GGB4533_SGB6246	1	0.005
geng2024_PRJNA396840	STR_GGB1202_SGB1567	GGB1202_SGB1567	1	0.005
geng2024_PRJNA396840	STR_Streptococcus_cristatus	Streptococcus_cristatus	1	0.005
geng2024_PRJNA396840	STR_Leptotrichia_hongkongensis	Leptotrichia_hongkongensis	1	0.005
geng2024_PRJNA396840	STR_Oribacterium_SGB5283	Oribacterium_SGB5283	1	0.005
geng2024_PRJNA396840	STR_Prevotella_multiformis	Prevotella_multiformis	1	0.005
geng2024_PRJNA396840	STR_Alloscardovia_omnicolens	Alloscardovia_omnicolens	1	0.005
geng2024_PRJNA396840	STR_Leptotrichia_sp_oral_taxon_498	Leptotrichia_sp_oral_taxon_498	1	0.005
geng2024_PRJNA396840	STR_GGB1025_SGB1319	GGB1025_SGB1319	1	0.005
geng2024_PRJNA396840	STR_Actinomyces_sp_oral_taxon_448	Actinomyces_sp_oral_taxon_448	1	0.005
geng2024_PRJNA396840	STR_GGB4308_SGB5895	GGB4308_SGB5895	1	0.005
geng2024_PRJNA396840	STR_Scardovia_wiggsiae	Scardovia_wiggsiae	1	0.005
geng2024_PRJNA396840	STR_Prevotella_aurantiaca	Prevotella_aurantiaca	1	0.005
geng2024_PRJNA396840	STR_GGB4936_SGB6889	GGB4936_SGB6889	1	0.005
geng2024_PRJNA396840	STR_GGB3008_SGB3999	GGB3008_SGB3999	1	0.005
geng2024_PRJNA396840	STR_Mycoplasma_orale	Mycoplasma_orale	1	0.005
geng2024_PRJNA396840	STR_Candidatus_Absconditabacteria_unclassified_SGB6894	Candidatus_Absconditabacteria_unclassified_SGB6894	1	0.005
geng2024_PRJNA396840	STR_Abiotrophia_sp_HMSC24B09	Abiotrophia_sp_HMSC24B09	1	0.005
geng2024_PRJNA396840	STR_Prevotellaceae_bacterium_Marseille_P2826	Prevotellaceae_bacterium_Marseille_P2826	1	0.005
geng2024_PRJNA396840	STR_GGB4733_SGB6555	GGB4733_SGB6555	1	0.005
geng2024_PRJNA396840	STR_Prevotella_loescheii	Prevotella_loescheii	1	0.005
geng2024_PRJNA396840	STR_Arachnia_SGB15899	Arachnia_SGB15899	1	0.005
geng2024_PRJNA396840	STR_Actinobaculum_sp_oral_taxon_183	Actinobaculum_sp_oral_taxon_183	1	0.005
geng2024_PRJNA396840	STR_Veillonella_dispar	Veillonella_dispar	0	0
geng2024_PRJNA396840	STR_Eubacterium_sulci	Eubacterium_sulci	0	0
geng2024_PRJNA396840	STR_Porphyromonas_pasteri	Porphyromonas_pasteri	0	0
geng2024_PRJNA396840	STR_Streptococcus_sanguinis	Streptococcus_sanguinis	0	0
geng2024_PRJNA396840	STR_Veillonella_parvula	Veillonella_parvula	0	0
geng2024_PRJNA396840	STR_Actinomyces_bouchesdurhonensis	Actinomyces_bouchesdurhonensis	0	0
geng2024_PRJNA396840	STR_Lachnoanaerobaculum_sp_ICM7	Lachnoanaerobaculum_sp_ICM7	0	0
geng2024_PRJNA396840	STR_Alloprevotella_rava	Alloprevotella_rava	0	0
geng2024_PRJNA396840	STR_Treponema_SGB3601	Treponema_SGB3601	0	0
geng2024_PRJNA396840	STR_Gemella_SGB7284	Gemella_SGB7284	0	0
geng2024_PRJNA396840	STR_Corynebacterium_durum	Corynebacterium_durum	0	0
geng2024_PRJNA396840	STR_Lautropia_mirabilis	Lautropia_mirabilis	0	0
geng2024_PRJNA396840	STR_Prevotella_conceptionensis	Prevotella_conceptionensis	0	0
geng2024_PRJNA396840	STR_Streptococcus_intermedius	Streptococcus_intermedius	0	0
geng2024_PRJNA396840	STR_Actinomyces_gerencseriae	Actinomyces_gerencseriae	0	0
geng2024_PRJNA396840	STR_Prevotella_veroralis	Prevotella_veroralis	0	0
geng2024_PRJNA396840	STR_TM7_phylum_sp_oral_taxon_348	TM7_phylum_sp_oral_taxon_348	0	0
geng2024_PRJNA396840	STR_Prevotella_denticola	Prevotella_denticola	0	0
geng2024_PRJNA396840	STR_Bacteroidaceae_bacterium	Bacteroidaceae_bacterium	0	0
geng2024_PRJNA396840	STR_GGB3394_SGB4501	GGB3394_SGB4501	0	0
geng2024_PRJNA396840	STR_Veillonellaceae_bacterium	Veillonellaceae_bacterium	0	0
geng2024_PRJNA396840	STR_Prevotella_sp_F0091	Prevotella_sp_F0091	0	0
geng2024_PRJNA396840	STR_Haemophilus_paraphrohaemolyticus	Haemophilus_paraphrohaemolyticus	0	0
geng2024_PRJNA396840	STR_Anaeroglobus_geminatus	Anaeroglobus_geminatus	0	0
geng2024_PRJNA396840	STR_Selenomonas_artemidis	Selenomonas_artemidis	0	0
geng2024_PRJNA396840	STR_Campylobacter_SGB19337	Campylobacter_SGB19337	0	0
geng2024_PRJNA678453	STR_Prevotella_intermedia	Prevotella_intermedia	200	1
geng2024_PRJNA678453	STR_Filifactor_alocis	Filifactor_alocis	200	1
geng2024_PRJNA678453	STR_Porphyromonas_gingivalis	Porphyromonas_gingivalis	200	1
geng2024_PRJNA678453	STR_Eubacterium_saphenum	Eubacterium_saphenum	199	0.995
geng2024_PRJNA678453	STR_Aggregatibacter_sp_oral_taxon_458	Aggregatibacter_sp_oral_taxon_458	198	0.99
geng2024_PRJNA678453	STR_Eubacterium_nodatum	Eubacterium_nodatum	198	0.99
geng2024_PRJNA678453	STR_Campylobacter_rectus	Campylobacter_rectus	198	0.99
geng2024_PRJNA678453	STR_Desulfobulbus_oralis	Desulfobulbus_oralis	196	0.98
geng2024_PRJNA678453	STR_GGB10852_SGB17523	GGB10852_SGB17523	194	0.97
geng2024_PRJNA678453	STR_Mogibacterium_timidum	Mogibacterium_timidum	193	0.965
geng2024_PRJNA678453	STR_Prevotella_scopos	Prevotella_scopos	188	0.94
geng2024_PRJNA678453	STR_Actinomyces_naeslundii	Actinomyces_naeslundii	187	0.935
geng2024_PRJNA678453	STR_Phocaeicola_abscessus	Phocaeicola_abscessus	186	0.93
geng2024_PRJNA678453	STR_Treponema_SGB69443	Treponema_SGB69443	185	0.925
geng2024_PRJNA678453	STR_Treponema_denticola	Treponema_denticola	182	0.91
geng2024_PRJNA678453	STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	181	0.905
geng2024_PRJNA678453	STR_GGB2665_SGB3591	GGB2665_SGB3591	181	0.905
geng2024_PRJNA678453	STR_Neisseria_sp_oral_taxon_014	Neisseria_sp_oral_taxon_014	178	0.89
geng2024_PRJNA678453	STR_GGB4333_SGB5935	GGB4333_SGB5935	178	0.89
geng2024_PRJNA678453	STR_Candidatus_Gracilibacteria_bacterium_GN02_872	Candidatus_Gracilibacteria_bacterium_GN02_872	176	0.88
geng2024_PRJNA678453	STR_GGB1843_SGB2524	GGB1843_SGB2524	175	0.875
geng2024_PRJNA678453	STR_Tannerella_forsythia	Tannerella_forsythia	175	0.875
geng2024_PRJNA678453	STR_Streptococcus_constellatus	Streptococcus_constellatus	169	0.845
geng2024_PRJNA678453	STR_GGB1188_SGB1538	GGB1188_SGB1538	165	0.825
geng2024_PRJNA678453	STR_Neisseria_elongata	Neisseria_elongata	164	0.82
geng2024_PRJNA678453	STR_Fretibacterium_fastidiosum	Fretibacterium_fastidiosum	163	0.815
geng2024_PRJNA678453	STR_Prevotella_dentalis	Prevotella_dentalis	161	0.805
geng2024_PRJNA678453	STR_Actinomyces_sp_oral_taxon_448	Actinomyces_sp_oral_taxon_448	159	0.795
geng2024_PRJNA678453	STR_TM7_phylum_sp_oral_taxon_348	TM7_phylum_sp_oral_taxon_348	158	0.79
geng2024_PRJNA678453	STR_Tannerella_sp_oral_taxon_HOT_286	Tannerella_sp_oral_taxon_HOT_286	158	0.79
geng2024_PRJNA678453	STR_Bulleidia_extructa	Bulleidia_extructa	158	0.79
geng2024_PRJNA678453	STR_Leptotrichia_hofstadii	Leptotrichia_hofstadii	151	0.755
geng2024_PRJNA678453	STR_Lautropia_mirabilis	Lautropia_mirabilis	146	0.73
geng2024_PRJNA678453	STR_Parvimonas_micra	Parvimonas_micra	140	0.7
geng2024_PRJNA678453	STR_Streptococcus_cristatus	Streptococcus_cristatus	137	0.685
geng2024_PRJNA678453	STR_Peptostreptococcus_stomatis	Peptostreptococcus_stomatis	136	0.68
geng2024_PRJNA678453	STR_Porphyromonas_endodontalis	Porphyromonas_endodontalis	136	0.68
geng2024_PRJNA678453	STR_Treponema_SGB3604	Treponema_SGB3604	136	0.68
geng2024_PRJNA678453	STR_Porphyromonas_pasteri	Porphyromonas_pasteri	134	0.67
geng2024_PRJNA678453	STR_GGB4533_SGB6246	GGB4533_SGB6246	133	0.665
geng2024_PRJNA678453	STR_Streptococcus_sp_A12	Streptococcus_sp_A12	132	0.66
geng2024_PRJNA678453	STR_GGB1474_SGB2040	GGB1474_SGB2040	132	0.66
geng2024_PRJNA678453	STR_Atopobium_sp_oral_taxon_199	Atopobium_sp_oral_taxon_199	128	0.64
geng2024_PRJNA678453	STR_Actinomyces_johnsonii	Actinomyces_johnsonii	123	0.615
geng2024_PRJNA678453	STR_Streptococcus_anginosus	Streptococcus_anginosus	119	0.595
geng2024_PRJNA678453	STR_Campylobacter_SGB19317	Campylobacter_SGB19317	113	0.565
geng2024_PRJNA678453	STR_GGB4936_SGB6889	GGB4936_SGB6889	111	0.555
geng2024_PRJNA678453	STR_Neisseria_subflava	Neisseria_subflava	110	0.55
geng2024_PRJNA678453	STR_TM7_phylum_sp_oral_taxon_351	TM7_phylum_sp_oral_taxon_351	110	0.55
geng2024_PRJNA678453	STR_Lautropia_dentalis	Lautropia_dentalis	108	0.54
geng2024_PRJNA678453	STR_Lachnospiraceae_bacterium_oral_taxon_096	Lachnospiraceae_bacterium_oral_taxon_096	107	0.535
geng2024_PRJNA678453	STR_Actinomyces_sp_ICM58	Actinomyces_sp_ICM58	106	0.53
geng2024_PRJNA678453	STR_Arachnia_SGB15899	Arachnia_SGB15899	105	0.525
geng2024_PRJNA678453	STR_GGB4308_SGB5895	GGB4308_SGB5895	105	0.525
geng2024_PRJNA678453	STR_GGB1022_SGB1316	GGB1022_SGB1316	104	0.52
geng2024_PRJNA678453	STR_Kingella_denitrificans	Kingella_denitrificans	102	0.51
geng2024_PRJNA678453	STR_GGB49229_SGB69060	GGB49229_SGB69060	101	0.505
geng2024_PRJNA678453	STR_GGB4538_SGB6253	GGB4538_SGB6253	101	0.505
geng2024_PRJNA678453	STR_Corynebacterium_durum	Corynebacterium_durum	100	0.5
geng2024_PRJNA678453	STR_Actinomyces_SGB17154	Actinomyces_SGB17154	100	0.5
geng2024_PRJNA678453	STR_Candidatus_Saccharibacteria_unclassified_SGB19850	Candidatus_Saccharibacteria_unclassified_SGB19850	99	0.495
geng2024_PRJNA678453	STR_GGB1472_SGB2037	GGB1472_SGB2037	99	0.495
geng2024_PRJNA678453	STR_Haemophilus_haemolyticus	Haemophilus_haemolyticus	98	0.49
geng2024_PRJNA678453	STR_GGB4538_SGB6256	GGB4538_SGB6256	98	0.49
geng2024_PRJNA678453	STR_Prevotella_sp_oral_taxon_376	Prevotella_sp_oral_taxon_376	98	0.49
geng2024_PRJNA678453	STR_Streptococcus_peroris	Streptococcus_peroris	98	0.49
geng2024_PRJNA678453	STR_Treponema_lecithinolyticum	Treponema_lecithinolyticum	96	0.48
geng2024_PRJNA678453	STR_Anaerolineaceae_bacterium_oral_taxon_439	Anaerolineaceae_bacterium_oral_taxon_439	95	0.475
geng2024_PRJNA678453	STR_Leptotrichia_sp_oral_taxon_212	Leptotrichia_sp_oral_taxon_212	92	0.46
geng2024_PRJNA678453	STR_Actinobaculum_sp_oral_taxon_183	Actinobaculum_sp_oral_taxon_183	91	0.455
geng2024_PRJNA678453	STR_Anaeroglobus_geminatus	Anaeroglobus_geminatus	88	0.44
geng2024_PRJNA678453	STR_GGB1022_SGB1315	GGB1022_SGB1315	86	0.43
geng2024_PRJNA678453	STR_Pseudoleptotrichia_goodfellowii	Pseudoleptotrichia_goodfellowii	85	0.425
geng2024_PRJNA678453	STR_GGB12788_SGB19831	GGB12788_SGB19831	84	0.42
geng2024_PRJNA678453	STR_Leptotrichia_massiliensis	Leptotrichia_massiliensis	83	0.415
geng2024_PRJNA678453	STR_Neisseria_sicca	Neisseria_sicca	82	0.41
geng2024_PRJNA678453	STR_Cardiobacterium_hominis	Cardiobacterium_hominis	81	0.405
geng2024_PRJNA678453	STR_GGB1611_SGB2208	GGB1611_SGB2208	80	0.4
geng2024_PRJNA678453	STR_GGB6814_SGB9728	GGB6814_SGB9728	79	0.395
geng2024_PRJNA678453	STR_Peptoanaerobacter_stomatis	Peptoanaerobacter_stomatis	78	0.39
geng2024_PRJNA678453	STR_Johnsonella_ignava	Johnsonella_ignava	77	0.385
geng2024_PRJNA678453	STR_Dialister_pneumosintes	Dialister_pneumosintes	74	0.37
geng2024_PRJNA678453	STR_Stomatobaculum_SGB5266	Stomatobaculum_SGB5266	73	0.365
geng2024_PRJNA678453	STR_Actinomyces_massiliensis	Actinomyces_massiliensis	72	0.36
geng2024_PRJNA678453	STR_Rothia_aeria	Rothia_aeria	70	0.35
geng2024_PRJNA678453	STR_Corynebacterium_matruchotii	Corynebacterium_matruchotii	68	0.34
geng2024_PRJNA678453	STR_Eubacterium_sulci	Eubacterium_sulci	67	0.335
geng2024_PRJNA678453	STR_Candidatus_Nanoperiomorbus_periodonticus	Candidatus_Nanoperiomorbus_periodonticus	60	0.3
geng2024_PRJNA678453	STR_Treponema_maltophilum	Treponema_maltophilum	60	0.3
geng2024_PRJNA678453	STR_GGB12763_SGB19797	GGB12763_SGB19797	60	0.3
geng2024_PRJNA678453	STR_Isoptericola_variabilis	Isoptericola_variabilis	58	0.29
geng2024_PRJNA678453	STR_Actinomyces_sp_ICM47	Actinomyces_sp_ICM47	57	0.285
geng2024_PRJNA678453	STR_GGB4400_SGB6074	GGB4400_SGB6074	56	0.28
geng2024_PRJNA678453	STR_Streptococcus_parasanguinis	Streptococcus_parasanguinis	55	0.275
geng2024_PRJNA678453	STR_GGB2676_SGB3611	GGB2676_SGB3611	55	0.275
geng2024_PRJNA678453	STR_Campylobacter_SGB19337	Campylobacter_SGB19337	54	0.27
geng2024_PRJNA678453	STR_Selenomonas_sp_oral_taxon_126	Selenomonas_sp_oral_taxon_126	54	0.27
geng2024_PRJNA678453	STR_Pseudopropionibacterium_propionicum	Pseudopropionibacterium_propionicum	53	0.265
geng2024_PRJNA678453	STR_Peptostreptococcus_SGB749	Peptostreptococcus_SGB749	53	0.265
geng2024_PRJNA678453	STR_GGB12785_SGB19827	GGB12785_SGB19827	52	0.26
geng2024_PRJNA678453	STR_Actinomyces_israelii	Actinomyces_israelii	52	0.26
geng2024_PRJNA678453	STR_Selenomonas_noxia	Selenomonas_noxia	51	0.255
geng2024_PRJNA678453	STR_GGB4395_SGB6050	GGB4395_SGB6050	50	0.25
geng2024_PRJNA678453	STR_Capnocytophaga_gingivalis	Capnocytophaga_gingivalis	49	0.245
geng2024_PRJNA678453	STR_Neisseria_bacilliformis	Neisseria_bacilliformis	49	0.245
geng2024_PRJNA678453	STR_Gemella_morbillorum	Gemella_morbillorum	48	0.24
geng2024_PRJNA678453	STR_Stomatobaculum_longum	Stomatobaculum_longum	46	0.23
geng2024_PRJNA678453	STR_GGB3388_SGB4476	GGB3388_SGB4476	46	0.23
geng2024_PRJNA678453	STR_Leptotrichia_sp_oral_taxon_498	Leptotrichia_sp_oral_taxon_498	45	0.225
geng2024_PRJNA678453	STR_Veillonella_dispar	Veillonella_dispar	45	0.225
geng2024_PRJNA678453	STR_GGB12762_SGB19792	GGB12762_SGB19792	45	0.225
geng2024_PRJNA678453	STR_GGB3385_SGB4472	GGB3385_SGB4472	44	0.22
geng2024_PRJNA678453	STR_Eikenella_halliae	Eikenella_halliae	44	0.22
geng2024_PRJNA678453	STR_Capnocytophaga_sputigena	Capnocytophaga_sputigena	43	0.215
geng2024_PRJNA678453	STR_Alloscardovia_omnicolens	Alloscardovia_omnicolens	43	0.215
geng2024_PRJNA678453	STR_Eubacterium_brachy	Eubacterium_brachy	42	0.21
geng2024_PRJNA678453	STR_Selenomonas_SGB5891	Selenomonas_SGB5891	41	0.205
geng2024_PRJNA678453	STR_Aggregatibacter_segnis	Aggregatibacter_segnis	41	0.205
geng2024_PRJNA678453	STR_Selenomonas_infelix	Selenomonas_infelix	40	0.2
geng2024_PRJNA678453	STR_Olsenella_uli	Olsenella_uli	40	0.2
geng2024_PRJNA678453	STR_Eikenella_corrodens	Eikenella_corrodens	39	0.195
geng2024_PRJNA678453	STR_Prevotella_saccharolytica	Prevotella_saccharolytica	39	0.195
geng2024_PRJNA678453	STR_Streptococcus_salivarius	Streptococcus_salivarius	39	0.195
geng2024_PRJNA678453	STR_Prevotella_shahii	Prevotella_shahii	39	0.195
geng2024_PRJNA678453	STR_Actinomyces_gerencseriae	Actinomyces_gerencseriae	37	0.185
geng2024_PRJNA678453	STR_Veillonella_rogosae	Veillonella_rogosae	37	0.185
geng2024_PRJNA678453	STR_GGB3394_SGB4498	GGB3394_SGB4498	36	0.18
geng2024_PRJNA678453	STR_Abiotrophia_sp_HMSC24B09	Abiotrophia_sp_HMSC24B09	35	0.175
geng2024_PRJNA678453	STR_Trueperella_pyogenes	Trueperella_pyogenes	35	0.175
geng2024_PRJNA678453	STR_Lachnoanaerobaculum_sp_ICM7	Lachnoanaerobaculum_sp_ICM7	35	0.175
geng2024_PRJNA678453	STR_Aggregatibacter_actinomycetemcomitans	Aggregatibacter_actinomycetemcomitans	35	0.175
geng2024_PRJNA678453	STR_Prevotella_loescheii	Prevotella_loescheii	34	0.17
geng2024_PRJNA678453	STR_Peptidiphaga_gingivicola	Peptidiphaga_gingivicola	34	0.17
geng2024_PRJNA678453	STR_GGB6675_SGB9425	GGB6675_SGB9425	34	0.17
geng2024_PRJNA678453	STR_Cardiobacterium_valvarum	Cardiobacterium_valvarum	34	0.17
geng2024_PRJNA678453	STR_Ottowia_sp_Marseille_P4747	Ottowia_sp_Marseille_P4747	34	0.17
geng2024_PRJNA678453	STR_Streptococcus_sanguinis	Streptococcus_sanguinis	33	0.165
geng2024_PRJNA678453	STR_Prevotella_pleuritidis	Prevotella_pleuritidis	33	0.165
geng2024_PRJNA678453	STR_GGB12796_SGB19893	GGB12796_SGB19893	33	0.165
geng2024_PRJNA678453	STR_Prevotella_buccae	Prevotella_buccae	33	0.165
geng2024_PRJNA678453	STR_Leptotrichia_wadei	Leptotrichia_wadei	32	0.16
geng2024_PRJNA678453	STR_Actinomyces_bouchesdurhonensis	Actinomyces_bouchesdurhonensis	32	0.16
geng2024_PRJNA678453	STR_GGB1203_SGB1568	GGB1203_SGB1568	32	0.16
geng2024_PRJNA678453	STR_Fusobacterium_nucleatum	Fusobacterium_nucleatum	31	0.155
geng2024_PRJNA678453	STR_Capnocytophaga_ochracea	Capnocytophaga_ochracea	31	0.155
geng2024_PRJNA678453	STR_Prevotella_pallens	Prevotella_pallens	31	0.155
geng2024_PRJNA678453	STR_Prevotella_baroniae	Prevotella_baroniae	30	0.15
geng2024_PRJNA678453	STR_Candidatus_Saccharibacteria_unclassified_SGB19782	Candidatus_Saccharibacteria_unclassified_SGB19782	29	0.145
geng2024_PRJNA678453	STR_GGB12790_SGB19845	GGB12790_SGB19845	28	0.14
geng2024_PRJNA678453	STR_GGB4964_SGB6927	GGB4964_SGB6927	28	0.14
geng2024_PRJNA678453	STR_Granulicatella_adiacens	Granulicatella_adiacens	27	0.135
geng2024_PRJNA678453	STR_Olsenella_profusa	Olsenella_profusa	27	0.135
geng2024_PRJNA678453	STR_Actinomyces_sp_oral_taxon_897	Actinomyces_sp_oral_taxon_897	26	0.13
geng2024_PRJNA678453	STR_Prevotella_sp_A2879	Prevotella_sp_A2879	26	0.13
geng2024_PRJNA678453	STR_Abiotrophia_defectiva	Abiotrophia_defectiva	25	0.125
geng2024_PRJNA678453	STR_Selenomonas_SGB5880	Selenomonas_SGB5880	24	0.12
geng2024_PRJNA678453	STR_Streptococcus_thermophilus	Streptococcus_thermophilus	24	0.12
geng2024_PRJNA678453	STR_Capnocytophaga_SGB2499	Capnocytophaga_SGB2499	24	0.12
geng2024_PRJNA678453	STR_Granulicatella_elegans	Granulicatella_elegans	23	0.115
geng2024_PRJNA678453	STR_Bifidobacterium_longum	Bifidobacterium_longum	23	0.115
geng2024_PRJNA678453	STR_Streptococcus_sobrinus	Streptococcus_sobrinus	23	0.115
geng2024_PRJNA678453	STR_Parascardovia_denticolens	Parascardovia_denticolens	23	0.115
geng2024_PRJNA678453	STR_GGB12441_SGB19290	GGB12441_SGB19290	23	0.115
geng2024_PRJNA678453	STR_GGB1026_SGB1321	GGB1026_SGB1321	22	0.11
geng2024_PRJNA678453	STR_GGB12790_SGB19844	GGB12790_SGB19844	22	0.11
geng2024_PRJNA678453	STR_Pauljensenia_hongkongensis	Pauljensenia_hongkongensis	21	0.105
geng2024_PRJNA678453	STR_GGB2672_SGB3600	GGB2672_SGB3600	21	0.105
geng2024_PRJNA678453	STR_Capnocytophaga_leadbetteri	Capnocytophaga_leadbetteri	20	0.1
geng2024_PRJNA678453	STR_Selenomonas_flueggei	Selenomonas_flueggei	19	0.095
geng2024_PRJNA678453	STR_Campylobacter_concisus	Campylobacter_concisus	18	0.09
geng2024_PRJNA678453	STR_Prevotella_denticola	Prevotella_denticola	18	0.09
geng2024_PRJNA678453	STR_Streptococcus_mutans	Streptococcus_mutans	18	0.09
geng2024_PRJNA678453	STR_Prevotella_nanceiensis	Prevotella_nanceiensis	18	0.09
geng2024_PRJNA678453	STR_Schaalia_meyeri	Schaalia_meyeri	18	0.09
geng2024_PRJNA678453	STR_Streptococcus_sp_263_SSPC	Streptococcus_sp_263_SSPC	17	0.085
geng2024_PRJNA678453	STR_GGB3886_SGB5269	GGB3886_SGB5269	17	0.085
geng2024_PRJNA678453	STR_Prevotella_veroralis	Prevotella_veroralis	17	0.085
geng2024_PRJNA678453	STR_Capnocytophaga_granulosa	Capnocytophaga_granulosa	17	0.085
geng2024_PRJNA678453	STR_Eikenella_exigua	Eikenella_exigua	17	0.085
geng2024_PRJNA678453	STR_Capnocytophaga_SGB2480	Capnocytophaga_SGB2480	17	0.085
geng2024_PRJNA678453	STR_Leptotrichia_buccalis	Leptotrichia_buccalis	17	0.085
geng2024_PRJNA678453	STR_Gemella_haemolysans	Gemella_haemolysans	16	0.08
geng2024_PRJNA678453	STR_Bacteroidetes_oral_taxon_274	Bacteroidetes_oral_taxon_274	16	0.08
geng2024_PRJNA678453	STR_Candidatus_Gracilibacteria_bacterium_HOT_871	Candidatus_Gracilibacteria_bacterium_HOT_871	16	0.08
geng2024_PRJNA678453	STR_Haemophilus_sputorum	Haemophilus_sputorum	16	0.08
geng2024_PRJNA678453	STR_Fusobacterium_pseudoperiodonticum	Fusobacterium_pseudoperiodonticum	15	0.075
geng2024_PRJNA678453	STR_Prevotella_histicola	Prevotella_histicola	15	0.075
geng2024_PRJNA678453	STR_Alloprevotella_rava	Alloprevotella_rava	14	0.07
geng2024_PRJNA678453	STR_Actinomyces_SGB17168	Actinomyces_SGB17168	14	0.07
geng2024_PRJNA678453	STR_Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	13	0.065
geng2024_PRJNA678453	STR_Capnocytophaga_sp_oral_taxon_332	Capnocytophaga_sp_oral_taxon_332	13	0.065
geng2024_PRJNA678453	STR_Porphyromonas_catoniae	Porphyromonas_catoniae	12	0.06
geng2024_PRJNA678453	STR_Leptotrichia_hongkongensis	Leptotrichia_hongkongensis	12	0.06
geng2024_PRJNA678453	STR_Lancefieldella_parvula	Lancefieldella_parvula	12	0.06
geng2024_PRJNA678453	STR_Bacteroidaceae_unclassified_SGB1468	Bacteroidaceae_unclassified_SGB1468	12	0.06
geng2024_PRJNA678453	STR_Scardovia_wiggsiae	Scardovia_wiggsiae	12	0.06
geng2024_PRJNA678453	STR_Dialister_invisus	Dialister_invisus	11	0.055
geng2024_PRJNA678453	STR_Lachnoanaerobaculum_orale	Lachnoanaerobaculum_orale	11	0.055
geng2024_PRJNA678453	STR_Bacteroidetes_unclassified_SGB1343	Bacteroidetes_unclassified_SGB1343	11	0.055
geng2024_PRJNA678453	STR_Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_bacterium_oral_taxon_500	11	0.055
geng2024_PRJNA678453	STR_Streptococcus_gordonii	Streptococcus_gordonii	10	0.05
geng2024_PRJNA678453	STR_Streptococcus_intermedius	Streptococcus_intermedius	10	0.05
geng2024_PRJNA678453	STR_Prevotella_oris	Prevotella_oris	10	0.05
geng2024_PRJNA678453	STR_Oribacterium_asaccharolyticum	Oribacterium_asaccharolyticum	10	0.05
geng2024_PRJNA678453	STR_GGB12785_SGB19825	GGB12785_SGB19825	10	0.05
geng2024_PRJNA678453	STR_candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	10	0.05
geng2024_PRJNA678453	STR_SR1_bacterium_human_oral_taxon_HOT_345	SR1_bacterium_human_oral_taxon_HOT_345	10	0.05
geng2024_PRJNA678453	STR_Kytococcus_sedentarius	Kytococcus_sedentarius	9	0.045
geng2024_PRJNA678453	STR_Kingella_oralis	Kingella_oralis	9	0.045
geng2024_PRJNA678453	STR_Alloprevotella_tannerae	Alloprevotella_tannerae	9	0.045
geng2024_PRJNA678453	STR_Prevotella_maculosa	Prevotella_maculosa	9	0.045
geng2024_PRJNA678453	STR_Rothia_mucilaginosa	Rothia_mucilaginosa	9	0.045
geng2024_PRJNA678453	STR_GGB3887_SGB5270	GGB3887_SGB5270	9	0.045
geng2024_PRJNA678453	STR_Arachnia_SGB15898	Arachnia_SGB15898	9	0.045
geng2024_PRJNA678453	STR_Prevotella_sp_HJM029	Prevotella_sp_HJM029	9	0.045
geng2024_PRJNA678453	STR_Streptococcus_oralis	Streptococcus_oralis	8	0.04
geng2024_PRJNA678453	STR_Olsenella_sp_oral_taxon_807	Olsenella_sp_oral_taxon_807	8	0.04
geng2024_PRJNA678453	STR_Lancefieldella_rimae	Lancefieldella_rimae	8	0.04
geng2024_PRJNA678453	STR_Solobacterium_SGB6833	Solobacterium_SGB6833	8	0.04
