taxon_id,effect_size,se,p_value,tau2,I2,n_cohorts,taxon_name,q_value,direction
STR_GGB1474_SGB2040,-0.03179321440311734,0.18639624180731493,0.8645635448419111,0.08161043747855963,79.24167566369779,3,GGB1474_SGB2040,0.9375461817441504,health_enriched
STR_GGB1611_SGB2208,0.2878517268175583,0.0761640435704387,1.5722875676615067e-4,0.008333976342646435,28.756675074421697,5,GGB1611_SGB2208,0.0011173277608488154,disease_enriched
STR_GGB1832_SGB2476,-0.052841858047678984,0.15884397756256805,0.7393870473331692,0.05414415609397039,72.03498634197955,3,GGB1832_SGB2476,0.8343083574637786,health_enriched
STR_GGB1833_SGB2477,0.10703286080246129,0.19115890368011482,0.5755369770671623,0.12386954955005812,85.60401549426422,4,GGB1833_SGB2477,0.7146072503361792,disease_enriched
STR_GGB1843_SGB2524,-0.2561161292381919,0.09678234723112233,0.008137511538993279,0.030771981228901887,57.478242760726054,6,GGB1843_SGB2524,0.029225041441115648,health_enriched
STR_GGB1844_SGB2532,-0.21704108229046476,0.11166980108122038,0.051944076622499724,0,0,2,GGB1844_SGB2532,0.13166960070285424,health_enriched
STR_GGB2665_SGB3591,0.382139025317308,0.08390645880553038,5.254886272751243e-6,0.00969017162387831,34.47104651505201,4,GGB2665_SGB3591,5.3185818639361066e-5,disease_enriched
STR_GGB2672_SGB3600,-0.07163180595911714,0.08808139262589935,0.4160772535729458,0,0,3,GGB2672_SGB3600,0.5649178971274955,health_enriched
STR_GGB2674_SGB3609,0.35950508956653326,0.12019488495731108,0.002780489125822349,0,0,2,GGB2674_SGB3609,0.012549775243576549,disease_enriched
STR_GGB2676_SGB3611,0.054515960795183435,0.16749445305491645,0.7448184214299141,0.062021678552171576,74.26854947001085,3,GGB2676_SGB3611,0.8347964857637292,disease_enriched
STR_GGB3008_SGB3999,-0.15560825410447057,0.10025651991871817,0.12063803661622599,0,0,3,GGB3008_SGB3999,0.23902933237630247,health_enriched
STR_GGB3385_SGB4471,-0.052675699643545265,0.10388183589756242,0.6121034268033605,0,0,3,GGB3385_SGB4471,0.7516270020305972,health_enriched
STR_GGB3385_SGB4472,0.1959510171749257,0.1398737106579999,0.16123983945716497,0.09378809824076115,81.20312243719486,6,GGB3385_SGB4472,0.29753649932979614,disease_enriched
STR_GGB3386_SGB4474,0.42239806729492113,0.09527522941815789,9.273656370956404e-6,0.00700458274005751,25.268467676306862,3,GGB3386_SGB4474,8.603892299720665e-5,disease_enriched
STR_GGB3388_SGB4476,0.19098629175192908,0.21310301975986834,0.3701375226945411,0.16183888280264172,89.67530643794298,4,GGB3388_SGB4476,0.5238386973727828,disease_enriched
STR_GGB3394_SGB4498,-0.2858652432957234,0.06912638721822262,3.543373022955384e-5,5.851702437988194e-4,2.386669977716457,5,GGB3394_SGB4498,2.817825213493091e-4,health_enriched
STR_GGB3886_SGB5269,-0.22349548567693314,0.07097825398108296,0.0016394899608188204,0,0,5,GGB3886_SGB5269,0.008424456106361325,health_enriched
STR_GGB3887_SGB5270,0.10466615474892471,0.0805422747015831,0.19376613929611156,0,0,4,GGB3887_SGB5270,0.34062047644684873,disease_enriched
STR_GGB4308_SGB5895,-0.003911103098201724,0.12439931000159146,0.9749187133729126,0.047892427059657,63.922286508161555,5,GGB4308_SGB5895,0.9870478036107846,health_enriched
STR_GGB4333_SGB5935,0.526780312374822,0.06808798181555427,1.0198303718621105e-14,0.013348107623827953,48.88159948186933,6,GGB4333_SGB5935,3.784703824466055e-13,disease_enriched
STR_GGB4395_SGB6050,-0.16495596671766105,0.08702766826877699,0.058033763741612863,0.011196519681053486,29.7638227887062,5,GGB4395_SGB6050,0.1404585296354978,health_enriched
STR_GGB4400_SGB6074,0.0519264215956846,0.15603362773895668,0.7392928526346582,0.07689643331310071,79.14803383183903,4,GGB4400_SGB6074,0.8343083574637786,disease_enriched
STR_GGB4533_SGB6246,0.06724526125151313,0.15244619971290777,0.6591347030043102,0.11357787475811765,83.11793521470618,6,GGB4533_SGB6246,0.7862535385837128,disease_enriched
STR_GGB4538_SGB6253,-0.20157805034747978,0.07109030134003883,0.004575099101000129,0,0,5,GGB4538_SGB6253,0.018191465473024325,health_enriched
STR_GGB4538_SGB6256,-0.09762200093873129,0.11932080079817203,0.4132730354498198,0.04289483283419714,61.91373807864939,5,GGB4538_SGB6256,0.5634007911846522,health_enriched
STR_GGB4721_SGB6537,0.04933000653392066,0.08272091363651238,0.5509463630743142,0.0014810014751480934,5.154371203528704,4,GGB4721_SGB6537,0.6956392667627607,disease_enriched
