taxon_id,effect_size,p_value,q_value,direction,taxon_name
STR_Parvimonas_micra,0.4267111381024409,0.619677239313132,0.7799333581854101,disease_enriched,Parvimonas_micra
STR_Eubacterium_yurii,0.2287779901746332,0.6558816987493569,0.8109082820901139,disease_enriched,Eubacterium_yurii
STR_Streptococcus_anginosus,0.18353148671836145,0.6644195192154054,0.8140635550747309,disease_enriched,Streptococcus_anginosus
STR_Prevotella_nigrescens,0.3428228462445125,0.6730430694950597,0.8172665843868581,disease_enriched,Prevotella_nigrescens
STR_Leptotrichia_hongkongensis,-0.2057731388448654,0.6930321429212414,0.8195858385851202,health_enriched,Leptotrichia_hongkongensis
STR_Selenomonas_sputigena,0.3230329979554431,0.69084698491858465,0.8195858385851202,disease_enriched,Selenomonas_sputigena
STR_Lachnoanaerobaculum_saburreum,-0.1606509125313848,0.6856060691666271,0.8195858385851202,health_enriched,Lachnoanaerobaculum_saburreum
STR_GGB4400_SGB6074,-0.26880289937223845,0.7135071300582605,0.8362237289741451,health_enriched,GGB4400_SGB6074
STR_Bacteroidetes_oral_taxon_274,0.4210917593848475,0.7310228092101084,0.8362237289741451,disease_enriched,Bacteroidetes_oral_taxon_274
STR_GGB12790_SGB19844,-0.19187772454249044,0.731695762852377,0.8362237289741451,health_enriched,GGB12790_SGB19844
STR_Centipeda_periodontii,-0.19435446196141848,0.7310019751545704,0.8362237289741451,health_enriched,Centipeda_periodontii
STR_GGB1022_SGB1315,0.15579432242947122,0.767710561958064,0.8559609304607316,disease_enriched,GGB1022_SGB1315
STR_Streptococcus_cristatus,0.3254820463225255,0.7559024669982695,0.8559609304607316,disease_enriched,Streptococcus_cristatus
STR_Gemella_morbillorum,-0.13090997634026463,0.7741411356372794,0.8559609304607316,health_enriched,Gemella_morbillorum
STR_Campylobacter_showae,0.15205917337365626,0.7687580237613538,0.8559609304607316,disease_enriched,Campylobacter_showae
STR_GGB3385_SGB4472,0.17382932889464994,0.7950512368333013,0.8719916791074916,disease_enriched,GGB3385_SGB4472
STR_Prevotella_maculosa,-0.21344498313024335,0.8280443981088199,0.9009123051423962,health_enriched,Prevotella_maculosa
STR_Tannerella_sp_oral_taxon_HOT_286,-0.21847437569084582,0.8775464634980107,0.9366918747286188,health_enriched,Tannerella_sp_oral_taxon_HOT_286
STR_Porphyromonas_sp_oral_taxon_278,-0.09591302900297942,0.8708041253634866,0.9366918747286188,health_enriched,Porphyromonas_sp_oral_taxon_278
STR_Actinomyces_johnsonii,0.054806476588285157,0.8815923526857589,0.9366918747286188,disease_enriched,Actinomyces_johnsonii
STR_Selenomonas_massiliensis,0.0492964193386341,0.9035017549060886,0.9525289819164966,disease_enriched,Selenomonas_massiliensis
STR_Leptotrichia_buccalis,0.03310784806330071,0.9305277111616901,0.9630232372534347,disease_enriched,Leptotrichia_buccalis
STR_Leptotrichia_sp_oral_taxon_212,-0.043661401586434466,0.9445217896750269,0.9630232372534347,health_enriched,Leptotrichia_sp_oral_taxon_212
STR_Actinomyces_sp_oral_taxon_448,-0.05416937064028332,0.9488611308232371,0.9630232372534347,health_enriched,Actinomyces_sp_oral_taxon_448
STR_GGB1201_SGB1566,-0.06372752279619383,0.9431259975741766,0.9630232372534347,health_enriched,GGB1201_SGB1566
STR_GGB4533_SGB6246,-0.029195278020973693,0.9272389808563486,0.9630232372534347,health_enriched,GGB4533_SGB6246
STR_Selenomonas_SGB5891,-0.023471710626565532,0.9642145928965719,0.9713569232143241,health_enriched,Selenomonas_SGB5891
STR_Porphyromonas_pasteri,0.01634716688903355,0.9889147921320569,0.9889147921320569,disease_enriched,Porphyromonas_pasteri
